Hyllpaikka,Tekijä,Nimeke,Lainojen lkm.,ISBN/ISSN,Julkaisuvuosi
"84.2, 84.2  JÄ, 84.2 D, 84.2 JÄ, 84.2 JÄN","Juul, Pia.",Hallandin murha,528,978-951-796-758-7,2011-01-01
"84.2, 85","Kinney, Jeff.","Neropatin päiväkirja. 2, Isoveli isottelee : Greg Heffleyn julkaisu",528,978-951-0-36036-1,2010-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12, 85.12 H, 85.22","Blackman, Malorie.",Ihmenalle Samuli,527,951-882-444-4,2004-01-01
"84.2, 84.2 Huu, 84.2 Huumori, 84.2 VI, 84.2 VITSI, 85, 85.2UT",,Kolme pientä betoniporsasta,527,978-951-1-22100-5,2007-01-01
"84.2, 84.2 HL, 84.2 TA, 84.2 TAVU, 84.2 Tavutetut, 84.2A, 85.11, 85.12 H, 85.22","Wilding, Valerie.",Kaivuri ja kuormuri,527,978-951-882-941-9,2009-01-01
"84.2, 84.2 - Kauhu, 84.2 Jän, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.","Mitä mielessä, muumio?",526,978-951-0-35236-6,2010-01-01
"84.2, 84.2 - Kauhu, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Kolkko aavekoira,526,951-32-2026-5,2006-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Sarkola, Ritva.",Tavallinen tapaus : jännitysromaani,525,978-952-202-306-3,2011-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Eriksson, Kjell.",Julmien tähtien alla,525,978-952-5410-66-2,2011-01-01
"84.2, 84.2 NOV","Kyrö, Tuomas.",Mielensäpahoittaja ja ruskeakastike [Äänite],525,978-951-0-38999-7,2012-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85","Widmark, Martin.",Junan arvoitus,524,978-951-31-4118-9,2009-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO, 84.2 HL","Webb, Holly.",Yksinäinen Allu,524,978-951-23-5383-5,2012-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","James, Peter.",Kuoleman kanssa ei kujeilla,524,978-952-492-387-3,2010-01-01
"84.2, 84.2 HL, 84.2 T, 84.2 TA, 84.2 TAVU, 85.11, 85.12, 85.12 H, 85.22","Laird, Elizabeth.",Viidakkokoulu,523,978-951-882-750-7,2007-01-01
"84.2, 84.2 R, 84.2 RO, 84.2 Vii, 84.2R","Marttila, Johanna.",Lemmenkukkia,523,951-23-4732-6,2006-01-01
"84.2, 84.2 EL, 84.2 Elä, 84.2 ELÄIN, 85","Jalo, Merja.",Jesse turvakoira,523,978-951-0-34570-2,2008-01-01
"84, 84.2, 84.2 RO, 84.2 Vii, 84.2R","Lehtinen, Tuija.",Franseska,523,978-951-1-22104-3,2007-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Hammer, Lotte.",Kaikella on hintansa,522,978-952-5637-24-3,2012-01-01
62.512051,,Moto-Ykkönen : asiantunteva moottoripyöräilyn ykkös-lehti vaativaan makuun!.,522,1795-9071,2005-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupuna vauhdissa,522,978-951-32-2879-8,2010-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Wolde, Gunilla.",Teemu leipoo,522,951-30-9069-8,1989-01-01
"85.22, 85.22 KU","Karvinen, Anu.",Aamusta iltaan,522,978-951-28-5196-6,2011-01-01
84.2,"Goolrick, Robert.",Luotettava vaimo,521,978-951-23-5197-8,2011-01-01
"85.32, 85.32 SA, 85.32 SARJA",,"Ankkojen maailmanhistoria. 6,[Nykyaika]",521,978-951-32-3350-1,2012-01-01
"84.2, 85.1, 85.12, 85.12 LA, 85.22","Nordqvist, Sven.",Viiru kateissa [Äänite],521,978-951-31-4399-2,2008-01-01
99.1,"Kampusch, Natascha.",3096 päivää,521,978-951-1-25330-3,2011-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA","Davis, Jim.",Paksu-Karvinen. 4,521,951-1-14623-8,1997-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Louhi, Kristiina.",Ainon kanssa,520,951-30-9412-X,1990-01-01
"85.2, 85.22, 85.22 KU, L85.2","Butler, M. Christina.",Pikkuhiiri ja täysikuu,520,978-951-23-5525-9,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Wolde, Gunilla.",Teemu kylpee,520,951-30-9066-3,1989-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Kunnas, Mauri.",Koiramäen talvi,519,951-1-10221-4,1988-01-01
05.1,,Elle : maailman suurin muotilehti.,519,1797-6006,2008-01-01
"84.2, 85.12 LA, 85.22, 85.22 KU","Marsoli, Lisa.",Kaksin karkuteillä : hiuksia nostattava seikkailu,519,978-951-32-3084-5,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Korolainen, Tuula.",Kissa Killi ja Sottapytty,519,978-951-31-4700-6,2009-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","McGrath, M. J.",Jään muisti,518,978-952-01-0730-7,2012-01-01
"84.2, 84.2 HELP, 84.2 HL, 85, 85.12, 85.12 H, 85.22","Donaldson, Julia.",Lukkimo oppii laskemaan,518,951-882-445-2,2004-01-01
"82.2, 85.22, 85.22 KU, 85.22F","Hartikainen, Raija.",Miinan ja Manun värioppi,518,978-951-866-780-6,2010-01-01
"84.2, 84.2 SA, 85.0, 85.11, 85.32, 85.32 SARJA",,Wizards of Mickey,518,978-951-32-2461-5,2008-01-01
"84.2, 84.2 TYTTÖ, 84.2 UR","Kanto, Anneli.",Huippuvalmentaja,518,978-951-23-5467-2,2011-01-01
84.2,"Kinney, Jeff.",Neropatin päiväkirja : Greg Heffleyn julkaisu,518,978-951-0-35482-7,2009-01-01
"84.2, 85, 85.12 LA","Nopola, Sinikka.",Risto Räppääjä ja Nuudelipää [Äänite],518,951-31-3514-4,2005-01-01
"84.2, 84.2 RO","Bushnell, Candace.",Ensimmäinen kesä New Yorkissa,518,978-951-31-5074-7,2011-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Rankin, Ian.",Henkiin herätettävät,517,978-952-5410-68-6,2011-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85","Widmark, Martin.",Kahvilan arvoitus,517,951-31-3032-0,2005-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Sansom, C. J.",Musta tuli,517,978-951-1-25823-0,2012-01-01
20.051,,Askel.,516,0780-9972,1984-01-01
84.2,"Ravilo, Hilkka.",Nimeltään Eerika : rikosromaani,516,978-952-202-360-5,2012-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 85.12, 85.12 LA","Huovi, Hannele.",Urpo ja Turpo avaruudessa,516,978-951-31-5860-6,2011-01-01
"84.2, 84.2 KU, 85.2, 85.22, 85.22 KU","Wolde, Gunilla.",Teemu on pieni,516,951-30-9068-X,1989-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12 H","Bradman, Tony.",Muumioiden yllätysjuhlat,516,951-882-477-0,2005-01-01
"05.1, 82.144051, 85.32051",,Nalle Puh.,516,0359-1174,1981-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 Jän, 84.2 JÄN, 84.2R","Adler, Elizabeth.",Malibun yöt,515,978-951-20-8088-5,2009-01-01
"84.2 KU, 85.22, 85.22 KU, 85.22F","Gustavsson, Per.",Mitä prinsessat tekevät,515,978-952-5845-01-3,2009-01-01
"84.2, 84.2 Huumori, 84.2 VI, 84.2 VITSI, 84.2UT, 85",,Hölmistynyt herkkukurkku : 400 uutta koululaisvitsiä,515,951-1-19742-8,2004-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HL, 84.2B, 85","Parvela, Timo.",Ella ja Pukari,515,951-31-1944-0,2000-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ, 84.2D","Jungstedt, Mari.",Saaren varjoissa,515,978-951-1-21120-4,2008-01-01
".84.2, 84, 84.2, 84.2 R, 84.2 RO, 84.2 Vii","Kinsella, Sophie.",Muistatko minut?,515,978-951-0-34999-1,2009-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HELPPO, 84.2 HL, 84.2B","Parvela, Timo.",Ella ja kaverit. 4-7,515,951-31-3566-7,2006-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Sarkola, Ritva.",Puhu hiljaa rakkaudesta : jännitysromaani,514,978-952-202-355-1,2012-01-01
"85.2, 85.22, 85.22 KU","Duddle, Jonny.",Merirosvoja naapurissa : tapaa mainio Puu-Jalkasten perhe!,514,978-951-23-5516-7,2012-01-01
"85.22, 85.22 KU, 85.22F",,Rallia ja räminää,514,978-951-32-2953-5,2010-01-01
84.2,"Vuorenpää, Eeva.",Arvet : romaani sotavuodesta 1941,514,978-952-492-536-5,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Hansen, Carla.",Rasmus Nallen iloinen vuosi,514,978-951-31-4205-6,2007-01-01
"84, 84.2, 84.2 Jän, 84.2 Kauhu, 84.2 NA","Meyer, Stephenie.",Houkutus,514,978-951-0-30678-9,2005-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Kaarla, Riina.",Muumipeikko eksyy : luukkukirja!,514,978-951-31-5069-3,2009-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupunan syntymäpäivä,514,978-951-32-2340-3,2007-01-01
"84, 84.2","Härkönen, Anna-Leena.",Juhannusvieras,514,951-1-19449-6,2006-01-01
"84.2, 85.12, 85.12 LA","Lindgren, Astrid.",Melukylän lapset [Äänite],514,978-951-0-36630-1,2010-01-01
"84.2, 84.2 KU, 85.12, 85.22, 85.22 KU, 85.22F","Bergen, Lara.",Lumoavat ratsut,513,978-951-32-2491-2,2008-01-01
"0.51, 05.1, 60.051, 79.5, 79.505, 79.5051, 79.5105",,Vauhdin maailma.,513,0355-4295,1965-01-01
"84.2, 84.2 H, 84.2 Help, 84.2 HELPPO, 84.2 T, 84.2 TA, 84.2 TAVU, 84.2TAVU, 85.22","Rooney, Anne.",Kadonnut sukka,513,978-951-883-200-6,2011-01-01
"84.2, 84.2 HL, 84.2 TA, 84.2 Tav, 84.2 TAVU, 85.11, 85.12 H","Agnew, Kate.",Meillä on kivaa!,513,978-951-883-011-8,2009-01-01
"84.2, 84.2 RO","Bushnell, Candace.",Hissillä huipulle,511,978-951-31-6602-1,2012-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F","Branca, Daniel.",Mestari ja muusa,511,978-951-32-2692-3,2009-01-01
"84.2 KU, 85.11, 85.22, 85.22 KU","Tison, Annette.",Barbapapan päivä,511,978-951-1-23724-2,2009-01-01
"85.22, 85.22 KU","Cousins, Lucy.",Maisa menee yökylään,510,978-951-0-38994-2,2012-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Hermans, Daniëlle.",Tulppaanimurhat,510,978-952-5637-57-1,2012-01-01
"84.2, 84.2 SO, 84.2 Sot, 84.2 SOTA, 84.2Z","Tuuri, Antti.",Rata : kertomus,510,978-951-1-24566-7,2010-01-01
84.2,"Kinney, Jeff.","Neropatin päiväkirja. 3, Viimeinen oljenkorsi : Greg Heffleyn julkaisu",510,978-951-0-37085-8,2011-01-01
"84.2, 85, 85.12","Nopola, Sinikka.","Heinähattu, Vilttitossu ja vauva [Äänite]",510,978-951-31-4398-5,2008-01-01
"84.2, 84.2 Hel, 84.2 HEL, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85.12 H","Doyle, Malachy.",Kummitusliiga,510,978-951-883-137-5,2010-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 Jän, 84.2 JÄN","Slaughter, Karin.",Pelon huone,510,978-951-31-5187-4,2010-01-01
"84.2, 84.2  TAVU, 84.2 TA, 84.2 TAVU, 85.12, 85.12 H, 85.22, 85.22 TAVU","Wallace, Karen.",Jäljet lumessa,510,978-951-883-271-6,2011-01-01
"84.2, 84.2 KU, 85. 22, 85.11, 85.22, 85.22 KU","Wolde, Gunilla.",Sanna hammaslääkärissä,509,951-31-2385-5,2002-01-01
"85.32, 85.32 SA, 85.32 SARJA","Neel, Julien.",Kesäblues,509,978-951-20-8637-5,2011-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Wolde, Gunilla.",Teemu ja kissa,508,951-30-9070-1,1989-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Lehtosaari, Pekka.",Röllin sydän,508,978-951-1-22003-9,2007-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Persson, Leif G. W.",Edunsaajat,508,978-951-1-26224-4,2012-01-01
84.2,"Iivari, Annakaisa.",Tyttöministeri,508,978-951-1-25153-8,2011-01-01
"84.2, 85.1, 85.12",,Röllin sydän [Videotallenne].,508,,2008-01-01
84.2,"Pättikangas, Eira.",Kun tuuli kääntyy,508,978-951-23-5238-8,2010-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F",Red's fire brigade,Rohkeat paloautot,508,978-951-32-2825-5,2009-01-01
"84.2, 84.2 SOTA","Tuuri, Antti.",Rauta-antura : romaani,507,978-951-1-25969-5,2012-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Harris, Robert.",Pelkokerroin,507,978-951-1-26199-5,2012-01-01
"82.141 H, 84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 84.2B, 85.12 H, 85.22 Hel","Forde, Patricia.",Sammakot eivät pidä lohikäärmeistä,507,978-951-883-136-8,2010-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85.12, 85.12 H, 85.22 Hel","Impey, Rose.",Piraatti-Pete ja aarrekartta,507,978-951-883-091-0,2010-01-01
"84, 84.2, 84.2 R, 84.2 RO, 84.2R","Utrio, Kaari.",Ilkeät sisarpuolet,506,978-951-31-3862-2,2007-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Reading, Mario.",Maya-ennustus,506,978-951-23-5380-4,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Tuomola, Johanna.",Minkä taakseen jättää : jännitysromaani,506,978-952-202-354-4,2012-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Theorin, Johan.",Verikallio,506,978-951-31-5891-0,2011-01-01
"85.22, 85.22 KU, L85.22","Smallman, Steve.",Mahtavat vauhtihirmut,506,978-951-883-231-0,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Baldacci, David.",Oikeuden vaalijat,505,978-951-20-8806-5,2012-01-01
"84.2, 85, 85.1, 85.12 LA","Nopola, Sinikka","Hetki lyö, Risto Räppääjä [Äänite]",505,951-31-3190-4,2004-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Cousins, Lucy.",Maisa käy museossa,505,978-951-0-33987-9,2008-01-01
84.2,"Shafak, Elif.",Kirottu Istanbul,504,978-951-20-8753-2,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU",I completely know about guinea pigs,Minä tiedän marsuista vaikka mitä,504,978-951-0-35526-8,2009-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ, 84.2D","Jansson, Anna.",Pääkallovaras,504,978-951-20-7662-8,2008-01-01
"84, 84.2, 84.2 R, 84.2 RO, 84.2 Vii, 84.2R","Orkoma, Marja.",Tanssiva tassu,503,978-951-882-961-7,2009-01-01
"85.22, 85.22 KU","Melling, David.","Älä huoli, Huuko!",503,978-951-883-221-1,2011-01-01
"85.22, 85.22 KU","Cousins, Lucy.","Tiedätkö mitä, Maisa?",502,978-951-0-38135-9,2011-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 JÄ, 84.2 JÄN","Cleeves, Ann.",Sininen sarastus,502,978-951-23-5188-6,2010-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Steinhauer, Olen.",Pakotie,502,978-951-0-38608-8,2012-01-01
"85.22, 85.22 KU","Webster, Sheryl.",Nipsu-hiiren kaulaliina,502,978-951-23-5269-2,2011-01-01
"84.2, 84.2 RO","Taponen, Jaana.",Stockan herkku,502,978-951-23-5607-2,2012-01-01
84.2,"Gregory, Philippa.",Valkoinen kuningatar,502,978-952-5637-25-0,2011-01-01
"85.22, 85.22 KU","Casey, Jo.",Prinsessojen lumottu maailma,501,978-951-32-3199-6,2011-01-01
"84.2, 85.22, 85.22 KU","Nopola, Sinikka.","Gekko, Puupponen ja suloinen Rose",501,978-951-0-37572-3,2011-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA",,Paratiisitie,501,978-951-32-2469-1,2008-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Laurie, Hugh.",Järein asein,501,978-951-31-5758-6,2011-01-01
"84. 2, 84.2","Kyrö, Tuomas.",Miniä,501,978-952-67705-0-5,2012-01-01
"84.2, 84.2 EL, 84.2 Elä, 84.2 ELÄIN, 85","Jalo, Merja.",Jesse karkukoira,501,978-951-0-35524-4,2009-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Coben, Harlan.",Loukussa,501,978-951-0-37193-0,2011-01-01
"85.22, 85.22 KU","Stenberg, Birgitta.",Perttu sairaalassa,500,978-951-883-225-9,2011-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO, 84.2 HL","Kallioniemi, Tuula.",Karoliina ja Baskeri-Villen koira,500,978-951-1-25053-1,2011-01-01
"55.4, 55.4F","Scott, Carey.",Dinosaurusten salaisuudet,500,978-951-31-4544-6,2009-01-01
"85.22, 85.22 KU","Kunnas, Mauri.","Riku, Roope ja Ringo : värikäs päivä",500,978-951-1-25803-2,2012-01-01
"84, 84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ, 84.2 Jän","Mäki, Reijo.",Valkovenäläinen,500,978-951-1-23834-8,2009-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","Mäki, Reijo.",Lännen mies,499,978-951-1-23036-6,2008-01-01
"84.2, 84.2 RO","Keränen, Milla.",Sisilian ruusu,499,978-951-20-8802-7,2012-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Marklund, Liza.",Elinkautinen,499,978-951-1-22219-4,2007-01-01
84.2,"Eco, Umberto.",Prahan kalmisto,499,978-951-0-38022-2,2012-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Preston, Douglas.",Tulikivi,498,978-951-20-8399-2,2011-01-01
84.2,"Ford, Jamie.",Hotelli Panama,498,978-951-23-5226-5,2011-01-01
84.2,"Hovden, Magne.",Saamelandia,498,978-951-1-25284-9,2012-01-01
"84, 84.2, 84.2 RO, 84.2 Vii, 84.2R","Roberts, Nora.",Keskipäivän polte,498,978-951-20-8021-2,2009-01-01
84.2,"Parvela, Timo.",Ella ja Sampan urotyöt [Äänite],498,978-951-31-6355-6,2011-01-01
"84.2, 84.2 JÄN","Karra, Petri.",Kohtalonohjaaja,497,978-951-20-8588-0,2011-01-01
"84.2, 85, 85.12, 85.22",Madagascar.,Madagascar [Videotallenne].,497,7332505000197,2006-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Sanderhage, Per.",Rasmus Nalle ja pomppusaappaat,497,978-952-16-1017-2,2007-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.1","Widmark, Martin.",Sirkuksen arvoitus,497,951-31-3031-2,2005-01-01
"84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Donaldson, Julia.",Urhea pikku Mörkyli,497,951-882-450-9,2004-01-01
"84, 84.2, 84.2 HIST","Mustonen, Enni.",Nimettömät,496,951-1-19759-2,2004-01-01
"85.22, 85.22 KU",Cars storybook collection.,Tähtihetkiä,496,978-951-32-3083-8,2011-01-01
"85.22, 85.22 KU",The missing apple mystery.,Jättiomenan arvoitus,495,978-951-32-3082-1,2011-01-01
84.2,"Aronen, Eeva-Kaarina.",Kallorumpu,495,978-951-851-413-1,2011-01-01
"85.22, 85.22 KU","Veittikoski, Niina.",Hertta pelaa jääkiekkoa,495,978-951-31-6671-7,2012-01-01
"00.051, 05.1, 78, 78.051, 78.891051",,Soundi : suomalainen rocklehti.,495,0785-0891,1975-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Louhi, Kristiina.",Aino ja Pakkasen Poika,494,951-30-9415-4,1990-01-01
"32.3, 84.2","Marklund, Liza.",Vastalauseita : kirjoituksia 1985-2010,494,978-951-1-25531-4,2012-01-01
,,Kirjastokassi.,494,,1999-01-01
"84.2, 84.2 NA","Smith, L. J.",Sielunkumppani,493,978-951-1-25174-3,2011-01-01
".84.2, 84.2, 84.2 Vii","Kinsella, Sophie.",Kevytkenkäinen kummitus,493,978-951-0-35841-2,2010-01-01
84.2,"Chamberlain, Diane.",Liekkien varjo,493,978-951-0-36272-3,2010-01-01
"84.2, 84.2 - Kauhu, 84.2 Jän, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Noidutun naamion nauru,492,978-951-0-35234-2,2009-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU",Peyo.,Kohti seikkailuja,492,978-951-1-23088-5,2008-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Arhippa, Pirkko.",Lukinmerkki : jännitysromaani,492,978-951-882-757-6,2007-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F",,Hollantilaiset mestarit,491,978-951-32-2689-3,2009-01-01
"84.2, 84.2 SO, 84.2 Sot, 84.2 SOTA, 84.2Z","Lehväslaiho, Reino.",Alakurtin tie,491,978-951-0-36721-6,2010-01-01
"84, 84.2, 84.2 SA, 85.32, 85.32 SARJA","Jarla, Pertti.",Fingerpori. 3,491,978-952-5768-40-4,2010-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Niskanen, Jukka.",Pimeän reuna,491,978-952-492-569-3,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Christie, Agatha.",Vaarallinen talo,491,978-951-0-36605-9,2010-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Lindman, Mervi.",Memmuli karkaa sirkukseen,490,978-951-31-4668-9,2009-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85.12 H","Fine, Anne.",Perjantaiyllätys,490,978-951-883-216-7,2011-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12, 85.12 H, 85.22 Hel","Impey, Rose.",Piraatti-Pete ja yllätys arkussa,490,978-951-883-059-0,2010-01-01
"84.2, 84.2 KU, 85.22, 85.22 KU, 85.32",Tinker Bell,Helinä-keiju,489,978-951-32-2476-9,2008-01-01
"84, 84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Nesbø, Jo.",Veritimantit,489,951-0-29155-2,2006-01-01
"84.2, 85, 85.12","Lindgren, Astrid.","Veljeni, Leijonamieli",489,951-0-06396-7,1974-01-01
"84, 84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Jokinen, Seppo.",Koskinen ja pudotuspeli : rikosromaani,489,951-23-4832-2,2006-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Higgins, Jack.",Tappava petos,489,978-951-20-8862-1,2012-01-01
"85.22, 85.22 KU",Teutori.,Miinan ja Manun arkiaskareita,489,978-951-866-789-9,2011-01-01
"17.3, 59, 59.3","Kiminkinen, Tapani.",Lukot auki! sanoo maalaislääkäri,489,978-951-31-6443-0,2012-01-01
"84, 84.2, 84.2 RO, 84.2 Vii","Kinsella, Sophie.",Salaisuuksia ilmassa,489,978-951-0-33960-2,2008-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Stevens, Chevy.",Kadonnut,488,978-952-5637-53-3,2012-01-01
84.2,"Snellman, Anja.",Ivana B,488,978-952-234-108-2,2012-01-01
99.1,"Raitasuo, Ilkka.",Kellokosken prinsessa,488,978-952-01-0509-9,2010-01-01
"84.2, 85.32, 85.32 SA, 85.32 SARJA, 85.32F","Heymans, Bas.",Taistelupari,488,978-951-32-2884-2,2010-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Arhippa, Pirkko.",Mustat nuotit : jännitysromaani,488,978-951-882-885-6,2008-01-01
"14.16, 99.1","Wuori-Tabermann, Tuija.",Meitä oli kaksi,487,978-951-1-25292-4,2011-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Lindell, Unni.",Mörkömies,487,978-951-0-36353-9,2011-01-01
"84.2, 84.2 D, 84.2 JÄ","Lehtolainen, Leena.",Oikeuden jalopeura [Äänite],487,978-951-31-6357-0,2011-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Verdon, John.",Numeropeli,486,978-951-20-8233-9,2011-01-01
"84.2, 84.2 TYTTÖ","Noronen, Paula.",Supermarsu ja kutistuva koulu,486,978-951-20-8495-1,2011-01-01
"84.2, 84.2 Huumori, 84.2 VI, 84.2 VITSI",,Hörönaurut : 2000 koululaisvitsiä,486,978-951-1-24064-8,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Child, Lee.",Epäilty,486,978-951-23-5542-6,2012-01-01
"84.2, 84.2 - Kauhu, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO","Stine, R. L.",Sano muikku... niin käy köpelösti!,485,978-951-0-35238-0,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Faletti, Giorgio.",Minä olen Jumala,485,978-952-5637-00-7,2011-01-01
"85.22, 85.22 KU","Donaldson, Julia.",Matti Maantierotta,485,978-951-883-246-4,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupunan pulma,485,978-951-32-2494-3,2008-01-01
84.2,"Kettu, Katja.",Kätilö [Äänite],485,978-951-0-38914-0,2011-01-01
"84.2, 84.2 Huumori, 84.2 VI, 84.2 VITSI, 85, 85.2UT",,Rusina ramppikuumeessa : 400 uutta koululaisvitsiä,484,951-1-21216-8,2006-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Donaldson, Julia.",Oiva Sintti,484,978-951-882-762-0,2007-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Louhi, Kristiina.",Ainon äiti on vihainen,484,951-30-9416-2,1990-01-01
84.2,"Pancol, Katherine.",Kilpikonnien hidas valssi,484,978-952-5637-27-4,2012-01-01
"84.2, 84.2 R","Johnson, Jane.",Saharan tytär,484,978-951-31-5830-9,2011-01-01
84.2,"Olsson, Linda.",Sonaatti Miriamille,484,978-951-20-8349-7,2010-01-01
