Hyllpaikka,Tekijä,Nimeke,Lainojen lkm.,ISBN/ISSN,Julkaisuvuosi
"84.2, 84.2 H , 84.2 HELP, 84.2 HELPPO, 84.2 HL, 84.2B","Parvela, Timo.",Ella ja kaverit. 4-7,514,951-31-3566-7,2006-01-01
"84.2, 84.2 D, 84.2 JÄN","Pasanen, Eero.",Kononen ja kunniavelka,513,978-952-01-0902-8,2013-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Bauer, Belinda.",Tappajan katse,513,978-951-23-5489-4,2012-01-01
84.2,"Hiltunen, Pekka.",Iso,513,978-951-0-39964-4,2013-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Forsman, Tiina.",Annikki Nissinen selvittää murhan,513,978-951-23-5541-9,2012-01-01
"84.2, 84.2 JÄN","King, Stephen.",22.11.63,513,978-951-31-6956-5,2013-01-01
"84.2, 84.5",Harry Potter and the deathly hallows.,Harry Potter ja kuoleman varjelukset. Osa 2 [Videotallenne] = Harry Potter and the deathly hallows. Part 2,513,5051895082447,2011-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HELPPO, 84.2 HL, 84.2B, 85","Parvela, Timo.",Ella ja kaverit. 1-3,512,951-31-3296-X,2005-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO, 84.2 HL","Gutman, Dan.",Höperöt pöperöt,512,978-951-32-3492-8,2012-01-01
62.544051,,Kippari : moottoriveneilyn erikoislehti.,512,0780-5373,1982-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Baldacci, David.",Oikeuden vaalijat,511,978-951-20-8806-5,2012-01-01
"84.2, 84.2 H, 84.2 Help, 84.2 HELPPO, 84.2 T, 84.2 TA, 84.2 TAVU, 85.22","Rooney, Anne.",Ihan likainen!,511,978-951-883-202-0,2011-01-01
"84.2, 84.2 H, 84.2 Hel, 84.2 HL, 85","Kallioniemi, Tuula.",Velmuja ja vintiöitä : Reuhurinteen ala-aste,510,951-1-17536-X,2001-01-01
"52, 52.051",,Tähdet ja avaruus,510,0355-9467,1977-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.1","Widmark, Martin.",Kullan arvoitus,509,951-31-3763-5,2006-01-01
"84.2, 85.11, 85.22, 85.22 KU",But excuse me that is my book,Se on totta vieköön minun kirjani,509,978-951-0-36199-3,2010-01-01
"85.22, 85.22 KU","Koskimies, Pirkko.",Pupu Tupuna päiväkerhossa,509,978-951-32-3101-9,2011-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO","Kallioniemi, Tuula.",Faneja ja fossiileja : [Reuhurinne],509,978-951-1-27300-4,2013-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Rönnbacka, Christian.",Operaatio Troijalainen,509,978-952-5637-71-7,2012-01-01
"84.2, 84.2 - Kauhu, 84.2 Jän, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Vampyyrin henkäys,508,978-951-32-2408-0,2007-01-01
"82.141 H, 84.2, 84.2 HELPPO, 84.2 HL, 84.2 TAVU, 85, 85.1, 85.12 H, 85.22","Rickards, Lynne.",Minä voitin!,508,978-951-882-863-4,2008-01-01
"84, 84.2","Tuominen, Pirjo.",Kotiopettaja,508,978-951-31-4287-2,2008-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Nuotio, Eppu.",Loppu : romaani,508,978-951-1-25144-6,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F",Red's fire brigade,Rohkeat paloautot,508,978-951-32-2825-5,2009-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Louhi, Kristiina.",Ainon äiti on vihainen,507,951-30-9416-2,1990-01-01
"84.2, 84.2 HELPPO, 84.2 TA, 84.2 TAVU, 84.2A, 85.12 H","Agnew, Kate.",Dinosauruspäivä,507,978-951-883-135-1,2010-01-01
"85.22, 85.22 KU","Lagonegro, Melissa.",Martin paras syntymäpäivä,507,978-951-32-3503-1,2012-01-01
"85.12, 85.12 KU, 85.22, 85.22 KU, L85.12","Sivunen, Pia.",Miina ja Manu juhlivat,506,978-951-866-826-1,2012-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F","Barks, Carl.",Suuret setelit,506,978-951-32-2690-9,2009-01-01
"85.32, 85.32 SA, 85.32 SARJA",Poisson chat.,Kalajuttu,505,978-951-1-25160-6,2011-01-01
"85.22, 85.22 KU, 85.32","KilBride, Sarah.",Neptunus : meren taikaponi,505,978-951-23-5588-4,2012-01-01
"82.141 H, 84.2, 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12, 85.12 H","Fine, Anne.",Aamu ilman äitiä,505,978-951-882-807-8,2008-01-01
"05.1, 61, 61.051",,MikroPC.,504,0785-9988,1988-01-01
"69.309, 69.6309","Adams, Simon.",Titanic,504,978-951-32-3156-9,2011-01-01
"84.2, 85.22, 85.22 KU","Koivisto, Jari.",Miina ja Manu puutarhassa,504,978-951-866-796-7,2011-01-01
84.2,"Holmström, Johanna.",Itämaa,504,978-951-1-26841-3,2013-01-01
"85.22, 85.22 KU","Casey, Jo.",Prinsessojen lumottu maailma,503,978-951-32-3199-6,2011-01-01
"84, 84.2","Pättikangas, Eira.",Olkileijona murisee,502,951-23-3575-1,1996-01-01
84.2,,Risto Räppääjä ja viileä Venla [Videotallenne],502,6420291124263,2012-01-01
"84.2, 84.2 D, 84.2 JÄN","Cornwell, Patricia.",Paljaat luut,502,978-951-1-27348-6,2013-01-01
"84.2, 84.2 HL, 84.2 TA, 84.2 TAVU, 84.2 Tavutetut, 84.2A, 85.11, 85.12 H, 85.22","Wilding, Valerie.",Kaivuri ja kuormuri,502,978-951-882-941-9,2009-01-01
"85.22, 85.22 KU","Fuge, Charles.",Pikku dinojen lentomatka,501,978-951-883-333-1,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","James, P. D.",Murhaajan mieli,501,978-951-1-24834-7,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Laine, Matti.",Pahojen miesten seura,501,978-951-20-8982-6,2012-01-01
"84.2, 84.2 R, 84.2 RO, 84.2 Vii, 84.2R","Kelly, Cathy.",Elämän taika,501,978-951-20-8101-1,2009-01-01
"84.2, 84.5",Harry Potter and the deathly hallows.,Harry Potter ja kuoleman varjelukset. Harry Potter and the deathly hallows. [Videotallenne] =Osa 1Part 1.,501,5051895063095,2011-01-01
"84.2, 84.2 SCI, 84.2 Scifi","Rajaniemi, Hannu.",Fraktaaliruhtinas,501,978-951-20-8489-0,2013-01-01
"84.2, 85, 85.12 LA","Nopola, Sinikka.",Risto Räppääjä ja Nuudelipää [Äänite],500,951-31-3514-4,2005-01-01
84.2,"Noble, Elizabeth.",Naapurin tyttö,500,978-951-23-5301-9,2011-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Persson, Leif G. W.",Edunsaajat,500,978-951-1-26224-4,2012-01-01
"85.22, 85.22 KU","Kaarla, Riina.",Muumipeikko seilaa : luukkukirja!,500,978-951-31-5958-0,2011-01-01
"85.22, 85.22 KU","Prepula, Heikki.",Kössi Kenguru ja veturi,500,978-951-1-26473-6,2012-01-01
84.2,"Hetekivi Olsson, Eija.",Tämä ei ole lasten maa,499,978-951-52-3077-5,2013-01-01
"84.2, 84.2 H, 84.2 HELPPO, 84.2 T, 84.2 TA, 84.2 TAVU, 85.22","Rooney, Anne.",Kadonnut sukka,499,978-951-883-200-6,2011-01-01
84.2,"Hämeen-Anttila, Virpi.",Toisen taivaan alla : romaani,499,978-951-1-24578-0,2010-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85.12 H, 85.22","Forde, Patricia.",Siilit eivät pidä korkeista paikoista,498,978-951-883-272-3,2011-01-01
05.1,,Sport.,498,1458-7122,2002-01-01
"84.2, 84.2 RO","Dillon, Lucy.",Eksyneiden sydänten koti,497,978-951-20-8239-1,2011-01-01
"84.2, 85.1, 85.12",,Röllin sydän [Videotallenne].,497,,2008-01-01
"85.22, 85.22 KU","Child, Lauren.",Himpun verran näkymätön,497,978-951-0-37830-4,2011-01-01
"84.2, 84.2 KU, 85.22, 85.22 KU, 85.22F","Pfister, Marcus.",Sateenkaarikala tutkii meren syvyyksiä,496,978-951-627-827-1,2010-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN, Jännitys","Wennstam, Katarina.",Turman lintu : jännitysromaani,496,978-951-1-25863-6,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Louhi, Kristiina.",Tomppa ja Taatelin maito,496,978-951-31-5234-5,2010-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupuna tavaratalossa,495,978-951-32-2584-1,2008-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Holt, Anne.",1222,495,978-951-20-7725-0,2008-01-01
"84.2, 84.2 HELP, 84.2 LA, 84.2 POIKA, 85, 85.12 H, 85.12 LA","Kallioniemi, Tuula.",Konsta kesälaitumilla,495,951-1-20875-6,2006-01-01
84.2,"Kortelainen, Anna.",Ei kenenkään maassa : romaani,495,978-951-31-6655-7,2012-01-01
84.2,"Turunen, Heikki.","Tie, totuus ja elämä : romaani",494,978-951-0-38873-0,2012-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL","Gutman, Dan.",Ihan pöhkö ope,493,978-951-32-2961-0,2010-01-01
"85.22, 85.22 KU","Pfister, Marcus.","Kauniita unia, Sateenkaarikala",493,978-951-627-955-1,2012-01-01
"84.2, 84.2 HE, 84.2 HEVOS","Jalo, Merja.",Palavat silmät,493,978-951-0-38466-4,2012-01-01
"20.051, ASK",,Askel.,492,0780-9972,1984-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Tison, Annette.",Barbapapa,492,951-1-07044-4,1990-01-01
"84.2, 84.2 D, 84.2 JÄN","Atkinson, Kate.",Eikö vieläkään hyviä uutisia?,492,978-951-52-3243-4,2013-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Hill, Eric.",Puppe leipoo,491,951-1-13385-3,1994-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 84.2H, 85, 85.12 H","Bradman, Tony.",Muumiot tv-tähtinä,491,951-882-634-X,2006-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Harjanne, Maikki.",Minttu harrastaa,491,951-1-21061-0,2006-01-01
"05.1, 86.13051",,Anime.,491,1795-6986,2005-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Sanderhage, Per.",Rasmus Nalle ja pomppusaappaat,491,978-952-16-1017-2,2007-01-01
"84.2, 84.2 D, 84.2 JÄN","Kepler, Lars.",Nukkumatti : rikosromaani,491,978-951-31-7270-1,2013-01-01
"84.2, 84.2 KA, 84.2 Kauhu, 84.2 KAUHU","King, Stephen.","Pimeä yö, tähdetön taivas",490,978-951-31-6221-4,2012-01-01
"84.2, 84.2 SO, 84.2 SOTA","Kaarnakari, Ville.",Operaatio Finljandija,490,978-951-31-6851-3,2012-01-01
"85.22, 85.22 KU",Secret of the wings.,Helinä-keiju ja siipien salaisuus,490,978-951-32-3485-0,2012-01-01
"84.2, 84.2 SA, 85.0, 85.11, 85.32, 85.32 SARJA, 85.32F","Barks, Carl.",Kolme rohkeaa miestä,490,978-951-32-2305-2,2007-01-01
"85.22, 85.22 KU","Rentta, Sharon.",Päivä eläinten paloasemalla,489,978-951-883-334-8,2012-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 84.2B, 85, 85.1","Kallioniemi, Tuula.",Reuhurinne. 1,489,978-951-1-22372-6,2008-01-01
"85.32, 85.32 SA, 85.32 SARJA","Korhonen, Kari.",Angry birds : Uljas kotka : uskomattomat tarinat,489,978-951-1-26810-9,2012-01-01
"84, 84.2, 84.2 D, 84.2 DEK, 84.2 JÄ, 84.2 Jän","Arhippa, Pirkko.",On ruusu punainen : jännitysromaani,489,978-951-882-900-6,2009-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Lius, Tuomas.",Keisari,489,978-952-01-0775-8,2012-01-01
"84, 84.2","Tuominen, Pirjo.",Naistenvalssi,489,978-951-31-4935-2,2009-01-01
"84.2, 85.32, 85.32 SA, 85.32 SARJA",,"Ankkojen maailmanhistoria. 3, [Keskiaika]",488,978-951-32-2894-1,2010-01-01
"84.2, 84.2 Help, 84.2 HELPPO, 84.2 HL, 85.12, 85.12 H","Impey, Rose.",Piraatti-Pete ja varastettu aarre,488,978-951-883-150-4,2011-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Louhi, Kristiina.",Ainon kanssa,488,951-30-9412-X,1990-01-01
"68.051, Lainattavat lehdet",,Maalla.,488,1795-6137,2005-01-01
"84.2, 84.2 - Kauhu, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Kolkko aavekoira,488,951-32-2026-5,2006-01-01
05.1,,Elle : maailman suurin muotilehti.,487,1797-6006,2008-01-01
40.7051,,Mondo.,487,1459-0964,2002-01-01
"84.2, 84.2 TYTTÖ, 84.2 UR, 85","Kanto, Anneli.",Tulikärpäset,487,978-951-23-5098-8,2009-01-01
"85.22, 85.22 KU","Cousins, Lucy.",Maisa opettelee uimaan,487,978-951-0-39779-4,2012-01-01
84.2,"Irving, John.",Minä olen monta,487,978-951-31-7092-9,2013-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","James, Peter.",Kuolema ei riitä,486,978-952-492-521-1,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Evanovich, Janet.",Yhdeksän hyvää,486,978-951-0-38875-4,2012-01-01
"05.1, 61.74051",,Hifimaailma,486,1796-6507,2007-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Christer, Sam.",Stonehengen perintö,486,978-952-5637-60-1,2012-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA",,"Ankkojen maailmanhistoria. 1, [Esihistoria ja varhaiset korkeakulttuurit]",486,978-951-32-2695-4,2009-01-01
"84.2, 85.11, 85.22, 85.22 KU, 85.22F",Muumin no takaramono,Muumipeikon aarre,486,978-951-31-5010-5,2010-01-01
"84.2, 85.3, 85.32, 85.32 SA, 85.32 SARJA","Barks, Carl.",Carl Barksin parhaat,485,978-951-32-3035-7,2011-01-01
"67.455, 67.455F","Alderton, David.",Pienet lemmikkieläimet : omistajan opas,485,951-20-6482-0,2003-01-01
84.2,"Nieminen, Veera.",Avioliittosimulaattori,485,978-951-31-7420-0,2013-01-01
84.2,"McCleen, Grace.",Ihana maa,485,978-951-1-25951-0,2013-01-01
"84.2, 84.2 D, 84.2 JÄN","Verdon, John.",Murhakierre,484,978-951-20-9195-9,2013-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Cook, Robin.",Henkivakuutus,484,978-951-20-8813-3,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Wolde, Gunilla.",Teemu leipoo,484,951-30-9069-8,1989-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN, Jännitys","James, Peter.",Kuolema peittää jäljet,483,978-952-492-570-9,2012-01-01
"84, 84.2","Hotakainen, Kari.",Ihmisen osa,483,978-952-234-021-4,2009-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85.12, 85.12 H","Impey, Rose.",Piraatti-Pete ja takaa-ajo merellä,483,978-951-883-151-1,2011-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85","Kallioniemi, Tuula.",Karoliina ja hullu huvipuisto,483,978-951-1-23761-7,2009-01-01
84.2,"Isokallio, Kalle.",Aunen ketjureaktio,482,978-951-31-7426-2,2013-01-01
"84.2, 84.2 NA, 84.2 Scifi","Collins, Suzanne.",Nälkäpeli,482,978-951-0-38731-3,2012-01-01
"84.2, 84.2 LA, 85, 85.12","Nopola, Sinikka.","Heinähattu, Vilttitossu ja tanssiva konstaapeli",482,951-31-2818-0,2003-01-01
84.2,"Desai, Kishwar.",Postimyyntilapset,482,978-952-01-0885-4,2013-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","Nesbø, Jo.",Pelastaja,482,978-951-0-31892-8,2007-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Tuomola, Johanna.",Minkä taakseen jättää : jännitysromaani,482,978-952-202-354-4,2012-01-01
"85.32, 85.32 SA, 85.32 SARJA",,"Ankkojen maailmanhistoria. 5, [Löytöretket ja uusi maailma]",481,978-951-32-3077-7,2011-01-01
"84.2, 84.2 LA, 85, 85.12, 85.12 LA","Nopola, Sinikka.","Heinähattu, Vilttitossu ja vauva",481,951-30-9487-1,1990-01-01
84.2,"Jacobs, Kate.",Lohturuokaa,481,978-951-20-8530-9,2011-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F","Barks, Carl.",Kuuden miljoonan dollarin papukaija : Carl Barksin ennätyksellisimmät tarinat,481,978-951-32-2691-6,2009-01-01
"83.32, 85.32, 85.32 SA, 85.32 SARJA",,Perhe on pahin,480,978-951-32-3074-6,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Harjanne, Maikki.",Santtu kiusaa,480,978-951-1-22448-8,2008-01-01
"84.2, 84.2 HEL, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12, 85.12 H, 85.22 Hel","Impey, Rose.",Piraatti-Pete ja pullopostin arvoitus,480,978-951-883-058-3,2010-01-01
84.2,"Akhtar, Ayad.",Appelsiininkuorten katu,479,978-951-1-25286-3,2012-01-01
"85.32, 85.32 SA, 85.32 SARJA",Simpsons confidential.,Simpsonit : salaiset kansiot,479,978-952-220-557-5,2012-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Roslund, Anders.",Kolme sekuntia,479,978-951-0-38040-6,2011-01-01
"84.2, 85.11, 85.22, 85.22 KU","Scarry, Richard.",Valintamyymälän arvoitus,479,978-951-31-5571-1,2010-01-01
"84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Kunnas, Mauri.",Hullunkurinen lintukirja,479,978-951-20-7778-6,1987-01-01
"85.32, 85.32 SA, 85.32 SARJA",,Rikoksen poluilla,479,978-951-32-3146-0,2012-01-01
"85.22, 85.22 KU","KilBride, Sarah.",Tähdikki : aavikon taikaponi,478,978-951-23-5589-1,2012-01-01
"85.22, 85.22 KU","Cousins, Lucy.","Tiedätkö mitä, Maisa?",478,978-951-0-38135-9,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Hansen, Carla.",Rasmus Nallen iloinen vuosi,478,978-951-31-4205-6,2007-01-01
,,Kirjastokassi.,478,,1999-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85.12, 85.12 H, 85.22 Hel","Impey, Rose.",Piraatti-Pete ja aarrekartta,477,978-951-883-091-0,2010-01-01
"84.2, 84.2 KU, 85.12, 85.22, 85.22 KU, 85.22F","Bergen, Lara.",Lumoavat ratsut,477,978-951-32-2491-2,2008-01-01
"85.22, 85.22 KU","Koivisto, Jari.",Miina ja Manu reissussa,477,978-951-866-851-3,2013-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","James, Peter.",Kuoleman kanssa ei kujeilla,476,978-952-492-387-3,2010-01-01
"84.2, 84.2 D, 84.2 JÄN","Lantz, Åsa.",Miehemme Shanghaissa : jännitysromaani,476,978-951-31-6679-3,2013-01-01
"84.2, 84.2 LA, 85, 85.12, 85.12 LA","Nopola, Sinikka.","Heinähattu, Vilttitossu ja kielletty kampela",476,951-31-3412-1,2005-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Lindman, Mervi.",Memmuli karkaa sirkukseen,476,978-951-31-4668-9,2009-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","We honestly can look after your dog,suomi",Me ihan totta osataan hoitaa koiraa,476,978-951-0-35896-2,2010-01-01
84.2,"Souri, Katariina.",Polku,476,978-951-31-6389-1,2012-01-01
"84.2, 84.2 H, 84.2 HE, 84.2 HELP, 84.2 HEVOS","Lukkarila, Päivi.","Tsemppiä, Venla!",476,978-951-23-5597-6,2012-01-01
"05.1, 79, 79.19051",,Fillari : polkupyöräilyn erikoislehti.,475,1236-7966,1993-01-01
"84.2, 84.2 EL, 84.2 ELÄIN","Jalo, Merja.",Jesse fanikoira,475,978-951-0-37722-2,2011-01-01
"05.1, 82.144051, 85.32051",,Nalle Puh.,475,0359-1174,1981-01-01
"84.2, 84.2 D, 84.2 JÄN","Rosman, Ann.",Porto Francon vartija,475,978-952-279-015-6,2013-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ, 84.2 Jän","Roslund, Anders.",Tyttö katujen alta,474,978-951-0-34288-6,2010-01-01
"84.2, 84.2 - Kauhu, 84.2 jän, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Syvyyksien syylä,474,978-951-0-34438-5,2009-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85","Kallioniemi, Tuula.",Karoliina ja lentävä reppu,473,978-951-1-24126-3,2010-01-01
"84.2, 84.2 NA, 84.2 SCI, 84.2 Scifi, 84.2MA","Collins, Suzanne.",Nälkäpeli,473,978-951-0-34151-3,2008-01-01
"85.22, 85.22 KU","Rönns, Christel.",Perin erikoinen muna,473,978-951-52-3183-3,2012-01-01
"85.32, 85.32 SA, 85.32 SARJA",,"Ankkojen maailmanhistoria. 6,[Nykyaika]",473,978-951-32-3350-1,2012-01-01
"84, 84.2","Hosseini, Khaled.",Tuhat loistavaa aurinkoa,473,978-951-1-22255-2,2007-01-01
"84.2, 85.32, 85.32 SA","Jarla, Pertti.",Fingerpori. 4,473,978-952-5768-61-9,2011-01-01
"85.22, 85.22 KU","Kokkonen, Kiti.",Hevisaurus ja sapelihammaslääkäri,473,978-951-1-26570-2,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupuna : Pupulassa harrastetaan,472,978-951-32-2369-4,2007-01-01
"85.22, 85.22 KU","Chapman, Jane.",Ei nukuta yhtään!,472,978-951-883-367-6,2012-01-01
84.2,"Kesävuori, Saara.",Äidin rakkaus,472,978-951-31-6139-2,2011-01-01
