"","Hyllypaikka","Tekijä","Nimeke","Lainojen.lkm.","ISBN.ISSN","Julkaisuvuosi","Vuosi"
"256"," 84.2 D","James, E. L.","Fifty shades. 3, Vapautettu",521,"978-951-1-26856-7","01","2013"
"257"," 84.2 D","James, Peter.","Kuolema kulkee kannoilla",570,"978-952-492-701-7","2012","2013"
"258"," 84.2 D","Jansson, Anna.","Haudankaivaja",515,"978-951-20-8100-4","2009","2013"
"259"," 84.2 D","Jarla, Pertti.","Fingerpori. 4",473,"978-952-5768-61-9","01","2013"
"260"," 84.2 D","Jarla, Pertti.","Fingerpori. 5",635,"978-952-270-031-5","01","2012"
"261"," 84.2 D","Jokinen, Seppo.","Piripolkka",783,"951-23-4320-7","01","2012"
"262"," 84.2 D","Jokinen, Seppo.","Viha on paha vieras",1320,"978-951-23-4885-5","01","2012"
"263"," 84.2 D","Kallioniemi, Tuula.","Karoliina ja vallaton pentu",591,"978-951-1-26001-1","2009","2012"
"264"," 84.2 D","Kallioniemi, Tuula.","Velmuja ja vintiöitä : Reuhurinteen ala-aste",510,"951-1-17536-X","01","2013"
"265"," 84.2 D","Kanto, Anneli.","Paavo Virtanen ja tyttöjen tavarat",639,"978-951-23-5431-3","01","2012"
"266"," 84.2 D","Kaunisto, Milja.","Synnintekijä",626,"978-951-20-9096-9","01","2013"
"267"," 84.2 D","Kepler, Lars.","Hypnotisoija : rikosromaani",565,"978-951-31-5274-1","01","2012"
"268"," 84.2 D","Kettu, Katja.","Kätilö [Äänite]",485,"978-951-0-38914-0","01","2012"
"269"," 84.2 D","KilBride, Sarah.","Neptunus : meren taikaponi",505,"978-951-23-5588-4","2012","2013"
"270"," 84.2 D","Kim, Young.","Houkutus : sarjakuvasovitus. Osa 2",546,"978-951-0-38204-2","01","2012"
"271"," 84.2 D","Kinsella, Sophie.","Salaisuuksia ilmassa",489,"978-951-0-33960-2","01","2012"
"272"," 84.2 D","Kivelä, Anneli.","Katajamäki yllättyy",910,"978-951-23-5386-6","2011","2013"
"273"," 84.2 D","Knutsson, Gösta.","Pekka Töpöhäntä suksilla",679,"951-20-3971-0","01","2013"
"274"," 84.2 D","Koivisto, Jari.","Miina ja Manu koulutiellä",679,"978-951-866-781-3","01","2012"
"275"," 84.2 D","Koivisto, Jari.","Miina ja Manu pajassa",576,"978-951-866-740-0","2012","2012"
"276"," 84.2 D","Koivisto, Jari.","Salaperäinen lentäjä",662,"978-951-866-802-5","2011","2013"
"277"," 84.2 D","Koskimies, Pirkko.","Pupu Tupuna päiväkerhossa",509,"978-951-32-3101-9","01","2013"
"278"," 84.2 D","Koskimies, Pirkko.","Pupu Tupuna tavaratalossa",557,"978-951-32-2584-1","2011","2012"
"279"," 84.2 D","Koskimies, Pirkko.","Pupu Tupunan leikkimökki",583,"978-951-32-2993-1","01","2012"
"280"," 84.2 D","Kunnas, Mauri.","Aarresaari : kunnasmainen tulkinta Robert Louis Stevensonin klassikosta",559,"978-951-1-26442-2","01","2012"
"281"," 84.2 D","Kunnas, Mauri.","Apua, merirosvoja!",1030,"951-1-13330-6","01","2012"
"282"," 84.2 D","Kunnas, Mauri.","Hui kauhistus!",788,"978-951-1-08578-2","01","2013"
"283"," 84.2 D","Kunnas, Mauri.","Koiramäen talvi",579,"951-1-10221-4","01","2013"
"284"," 84.2 D","Kunnas, Mauri.","Puhveli-Billin lännensirkus",602,"951-1-15532-6","2004","2012"
"285"," 84.2 D","Kunnas, Mauri.","Ujo Elvis",749,"951-1-18988-3","01","2012"
"286"," 84.2 D","Kunnas, Mauri.","Vampyyrivaarin tarinoita",782,"951-1-11854-4","1990","2013"
"287"," 84.2 D","Kunnas, Mauri.","Yökirja eli mitä kaikkea tapahtuukaan yöllä",764,"951-1-08044-X","01","2013"
"288"," 84.2 D","Kyrö, Tuomas.","Mielensäpahoittaja [Äänite]",566,"978-951-0-36642-4","2012","2013"
"289"," 84.2 D","Lehtinen, Tuija.","Suklaapolkuja",562,"978-951-1-23006-9","2012","2013"
"290"," 84.2 D","Lehtolainen, Leena.","Luonas en ollutkaan",739,"978-951-31-3861-5","2001","2012"
"291"," 84.2 D","Lindgren, Minna.","Kuolema Ehtoolehdossa",949,"978-951-851-505-3","2003","2013"
"292"," 84.2 D","Lindman, Mervi.","Memmuli karkaa sirkukseen",476,"978-951-31-4668-9","2007","2013"
"293"," 84.2 D","Long, John.","Dinosaurukset",545,"978-951-31-3978-0","01","2012"
"294"," 84.2 D","Marsoli, Lisa.","Kaksin karkuteillä : hiuksia nostattava seikkailu",519,"978-951-32-3084-5","01","2012"
"295"," 84.2 D","Meyer, Stephenie.","Aamunkoi",710,"978-951-0-35116-1","01","2012"
"296"," 84.2 D","Miler, Zdeněk.","Myyrä ja vihreä tähti",529,"978-951-31-6866-7","01","2013"
"297"," 84.2 D","Mustonen, Enni.","Lapinvuokko",971,"978-951-1-24357-1","2002","2013"
"298"," 84.2 D","Nesbø, Jo.","Panssarisydän",714,"978-951-0-36254-9","01","2012"
"299"," 84.2 D","Nesbø, Jo.","Pelastaja",603,"978-951-0-31892-8","01","2012"
"300"," 84.2 D","Nopola, Sinikka.","Risto Räppääjä saa isän [Äänite]",565,"978-951-31-6358-7","2009","2012"
"301"," 84.2 D","Nopola, Tiina.","Siiri tekee maalin",801,"978-951-31-5932-0","01","2013"
"302"," 84.2 D","Numminen, Juha.","Vaikenemisen hinta : rikosromaani",838,"978-952-289-044-3","01","2013"
"303"," 84.2 D","Orkoma, Marja.","Unikkopolku 21",587,"978-951-883-080-4","2007","2013"
"304"," 84.2 D","Palmgren, Reidar.","Sudenmarja : romaani",802,"978-951-1-26487-3","01","2013"
"305"," 84.2 D","Peetz, Monika.","Tiistaisiskot",569,"978-952-492-538-9","01","2012"
"306"," 84.2 D","Persson, Leif G. W.","Edunsaajat",500,"978-951-1-26224-4","2011","2013"
"307"," 84.2 D","Perttula, Pirkko-Liisa.","Kummitusperhe Kammoset koulutiellä",710,"978-951-1-25119-4","01","2012"
"308"," 84.2 D","Pilkey, Dav.","Kapteeni Kalsari ja Hurjan Hierrenaisen hirmutuuli",948,"951-31-2933-0","01","2012"
"309"," 84.2 D","Rauhala, Pauliina.","Taivaslaulu",791,"978-951-20-9128-7","01","2013"
"310"," 84.2 D","Ravilo, Hilkka.","Nimeltään Eerika : rikosromaani",516,"978-952-202-360-5","2009","2012"
"311"," 84.2 D","Reynolds, David West.","Star wars : episodit I-VI : kuvitettu opas",682,"978-951-0-33253-5","2010","2012"
"312"," 84.2 D","Roberts, Nora.","Avaimet onneen",831,"978-951-20-8809-6","01","2012"
"313"," 84.2 D","Roberts, Nora.","Jotain uutta",626,"978-951-20-8134-9","2013","2013"
"314"," 84.2 D","Ropponen, Markku.","Pimento",888,"978-952-5918-91-5","2013","2013"
"315"," 84.2 D","Ruiz Zafón, Carlos.","Taivasten vanki",523,"978-951-1-26474-3","2013","2013"
"316"," 84.2 D","Sharks & other creatures of the deep.","Hait ja muut syvyyksien pedot",536,"978-952-492-695-9","2010","2013"
"317"," 84.2 D","Smith, L. J.","Sielunkumppani",493,"978-951-1-25174-3","01","2012"
"318"," 84.2 D","Souri, Katariina.","Polku",476,"978-951-31-6389-1","01","2013"
"319"," 84.2 D","Steel, Danielle.","Uusi aamu",532,"978-951-0-35832-0","01","2013"
"320"," 84.2 D","Stine, R. L.","Mutainen kosto",584,"978-951-32-2853-8","01","2012"
"321"," 84.2 D","Stine, R. L.","Noidutun naamion nauru",492,"978-951-0-35234-2","01","2012"
"322"," 84.2 D","Tison, Annette.","Barbapapan muodot",621,"978-951-1-25466-9","2011","2012"
"323"," 84.2 D","Tuomainen, Hannu.","Niko 2 : lentäjäveljekset",542,"978-951-20-9001-3","01","2013"
"324"," 84.2 D","Tuominen, Pirjo.","Alakuloinen romanssi",638,"951-31-3710-4","2008","2012"
"325"," 84.2 D","Wallace, Daniel.","Galaktiset taistelut",869,"978-951-0-39206-5","01","2013"
"326"," 84.2 D","Widmark, Martin.","Junan arvoitus",524,"978-951-31-4118-9","2010","2012"
"327"," 84.2 D","Widmark, Martin.","Kahvilan arvoitus",557,"951-31-3032-0","01","2013"
"328"," 84.2 D","Widmark, Martin.","Sirkuksen arvoitus",497,"951-31-3031-2","01","2012"
"329"," 84.2 D","Wieslander, Jujja.","Lehmä kelkkamäessä",864,"951-873-463-1","01","2013"
"330"," 84.2 D","Wieslander, Jujja.","Lehmä rakentaa majan",910,"951-873-558-1","01","2013"
"331"," 84.2 D","Wolde, Gunilla.","Sanna lääkärissä",643,"951-30-3926-9","01","2012"
"332"," 84.2 D","Wolde, Gunilla.","Sanna menee päiväkotiin",603,"951-31-0904-6","01","2013"
"333"," 84.2 Dek","","Rallia ja räminää",514,"978-951-32-2953-5","01","2012"
"334"," 84.2 Dek","Frimansson, Inger.","Kylmä maa",940,"978-952-01-0727-7","01","2012"
"335"," 84.2 Dek","Hassinen, Pirjo.","Popula : romaani",908,"978-951-1-26366-1","01","2013"
"336"," 84.2 Dek","Havukainen, Aino.","Tatu ja Patu Helsingissä",618,"978-951-1-26284-8","2008","2012"
"337"," 84.2 Dek","Kilpi, Marko.","Elävien kirjoihin",819,"978-951-20-8358-9","01","2012"
"338"," 84.2 Dek","Parvela, Timo.","Ella Lapissa",807,"951-31-2874-1","01","2012"
"339"," 84.2 DEK","","Bart Simpson : kepposten prinssi",536,"978-952-220-413-4","2002","2012"
"340"," 84.2 DEK","","Lunttaava laiskiainen : 400 uutta koululaisvitsiä",651,"978-951-1-25543-7","2010","2012"
"341"," 84.2 DEK","","Simpsonit : parhaat 2012",534,"978-952-220-477-6","01","2012"
"342"," 84.2 DEK","Alderton, David.","Pienet lemmikkieläimet : omistajan opas",529,"951-20-6482-0","01","2012"
"343"," 84.2 DEK","Bagge, Tapani.","Sininen aave",640,"978-951-31-5865-1","01","2012"
"344"," 84.2 DEK","Baldacci, David.","Oikeuden vaalijat",511,"978-951-20-8806-5","01","2013"
"345"," 84.2 DEK","Barks, Carl.","Kuuden miljoonan dollarin papukaija : Carl Barksin ennätyksellisimmät tarinat",583,"978-951-32-2691-6","2011","2012"
"346"," 84.2 DEK","Benton, Jim.","Rakas nuija päiväkirjani, täällä taas. 1, Koulu, eikö se ikinä lopu?",589,"978-951-32-3644-1","01","2013"
"347"," 84.2 DEK","Bergström, Gunilla.","Mikko Mallikas ihmettelee",557,"951-31-2536-X","01","2013"
"348"," 84.2 DEK","Bergström, Gunilla.","Mikko Mallikas panee töpinäksi",589,"978-951-31-0894-6","2011","2013"
"349"," 84.2 DEK","Cedervall, Marianne.","Tästä talvesta tulee musta",639,"978-951-796-881-2","2003","2013"
"350"," 84.2 DEK","Cook, Robin.","Kantasolu",530,"978-951-20-8457-9","01","2012"
"351"," 84.2 DEK","Dahl, Arne.","Jälkijäristys",755,"978-951-1-24836-1","01","2012"
"352"," 84.2 DEK","Dahl, Arne.","Valvova silmä",598,"978-951-1-24837-8","01","2013"
"353"," 84.2 DEK","Desai, Kishwar.","Postimyyntilapset",482,"978-952-01-0885-4","01","2013"
"354"," 84.2 DEK","Edwardson, Åke.","Tapaaminen Esteponassa",809,"978-951-0-39010-8","01","2013"
"355"," 84.2 DEK","Hayden, Torey.","Viattomat",744,"978-951-1-26021-9","01","2013"
"356"," 84.2 DEK","Hill, Eric.","Hyvää yötä, Puppe",653,"978-951-1-23642-9","2008","2012"
"357"," 84.2 DEK","Holt, Anne.","1222",611,"978-951-20-7725-0","01","2012"
"358"," 84.2 DEK","James, P. D.","Syystanssiaiset",882,"978-951-1-26352-4","01","2013"
"359"," 84.2 DEK","James, Peter.","Kuoleman kanssa ei kujeilla",476,"978-952-492-387-3","2011","2013"
"360"," 84.2 DEK","Jennings, Sharon.","Franklin haluaa olla iso",584,"978-951-31-5339-7","2012","2013"
"361"," 84.2 DEK","Kanto, Anneli.","Veera Virtanen ja esikoulu",578,"978-951-23-5657-7","01","2013"
"362"," 84.2 DEK","Karra, Petri.","Kohtalonohjaaja",497,"978-951-20-8588-0","01","2012"
"363"," 84.2 DEK","Koivisto, Jari.","Miina ja Manu kaupungin kesässä",515,"978-951-866-761-5","01","2013"
"364"," 84.2 DEK","Kunnas, Mauri.","Seitsemän tätiä ja aarre",705,"951-1-19739-8","01","2013"
"365"," 84.2 DEK","Lehtinen, Tuija.","Franseska",523,"978-951-1-22104-3","2012","2012"
"366"," 84.2 DEK","Lehtinen, Tuija.","Nappikaupan naiset",685,"978-951-1-23936-9","01","2012"
"367"," 84.2 DEK","Louhi, Kristiina.","Ainon äiti on vihainen",484,"951-30-9416-2","01","2012"
"368"," 84.2 DEK","Louhi, Kristiina.","Tomppa ja Taatelin maito",496,"978-951-31-5234-5","2008","2013"
"369"," 84.2 DEK","Marklund, Liza.","Postikorttimurhat",559,"978-951-1-24170-6","01","2013"
"370"," 84.2 DEK","Míler, Zdeněk.","Myyrän auto",880,"951-31-1712-X","2012","2012"
"371"," 84.2 DEK","Míler, Zdeněk.","Myyrän raketti",885,"951-31-2006-6","01","2012"
"372"," 84.2 DEK","Mustonen, Enni.","Kultarikko",1146,"978-951-1-26353-1","2007","2012"
"373"," 84.2 DEK","Nordqvist, Sven.","Viiru ja Kososen kukko",671,"951-31-0861-9","01","2012"
"374"," 84.2 DEK","Parvela, Timo.","Ella ja kaverit juhlatuulella",656,"978-951-31-5719-7","2011","2012"
"375"," 84.2 DEK","Qiu, Xiaolong.","Kuolemanjärvi",530,"978-951-1-26923-6","01","2013"
"376"," 84.2 DEK","Rask, Regina.","Jouluihminen",763,"978-951-1-25422-5","2000","2012"
"377"," 84.2 DEK","Roberts, Nora.","Avaimet onneen",1203,"978-951-20-8809-6","01","2013"
"378"," 84.2 DEK","Roberts, Nora.","Jotain lainattua",875,"978-951-20-8225-4","01","2012"
"379"," 84.2 DEK","Rosa, Don.","Roope Ankan elämä ja teot. 2, [Kaikki lisäseikkailut]",597,"978-951-32-2313-7","01","2013"
"380"," 84.2 DEK","Sirén, Esa.","Aunuksen terässade",660,"978-951-20-8586-6","2010","2012"
"381"," 84.2 DEK","Sjögren, Annika.","Mereltä käy myrsky",768,"978-952-01-0636-2","01","2012"
"382"," 84.2 DEK","Smallman, Steve.","Mahtavat vauhtihirmut",506,"978-951-883-231-0","01","2012"
"383"," 84.2 DEK","Soininvaara, Taavi.","Valkoinen kääpiö",751,"978-951-1-26322-7","2010","2013"
"384"," 84.2 DEK","Stine, R. L.","Vampyyrin henkäys",508,"978-951-32-2408-0","01","2013"
"385"," 84.2 DEK","Tammimaa, Essi.","Paljain käsin",546,"978-951-20-7987-2","2010","2012"
"386"," 84.2 DEK","Tuomainen, Antti.","Parantaja",616,"978-952-5874-09-9","01","2013"
"387"," 84.2 DEK","Tuominen, Pirjo.","Tuonelan joutsen",962,"978-951-31-6218-4","01","2013"
"388"," 84.2 DEK","Veittikoski, Niina.","Hertta pelaa jääkiekkoa",495,"978-951-31-6671-7","01","2012"
"389"," 84.2 ELÄIN","Koskimies, Pirkko.","Pupu Tupunan pulma",485,"978-951-32-2494-3","2009","2012"
"390"," 84.2 FA","Häkämies, Kari.","Presidentin murhe : rikosromaani",636,"978-951-851-367-7","01","2012"
"391"," 84.2 FA","Heikkinen, Mikko-Pekka.","Terveiset Kutturasta",569,"978-951-0-38429-9","2013","2013"
"392"," 84.2 FA","Hill, Eric.","Mitä Puppe näkee?",547,"978-951-1-26480-4","01","2013"
"393"," 84.2 FA","Kepler, Lars.","Hypnotisoija : rikosromaani",541,"978-951-31-5274-1","01","2013"
"394"," 84.2 FA","Moomin and the winter snow.","Muumi ja ensilumi",536,"978-951-0-38603-3","01","2013"
"395"," 84.2 FA","Roberts, Nora.","Pedon yö",643,"978-951-20-8132-5","01","2013"
"396"," 84.2 FA","Tuominen, Pirjo.","Kotiopettaja",599,"978-951-31-4287-2","01","2012"
"397"," 84.2 FA","Untinen-Auel, Jean M.","Maalattujen luolien maa",602,"978-951-0-36599-1","01","2012"
"398"," 84.2 FA","Widmark, Martin.","Koulun arvoitus",691,"978-951-31-4745-7","2012","2013"
"399"," 84.2 Fan","Harry Potter and the Order of the Phoenix","Harry Potter ja Feeniksin kilta [Videotallenne].",590,"","01","2012"
"400"," 84.2 Fan","Jalo, Merja.","Jesse seurapiirikoira",645,"978-951-0-38464-0","2010","2012"
"401"," 84.2 Fan","Kanto, Anneli.","Tulikärpäset",487,"978-951-23-5098-8","2012","2013"
"402"," 84.2 Fan","Slaughter, Karin.","Kivun jäljet",736,"978-951-31-5768-5","01","2012"
"403"," 84.2 FAN","Barks, Carl.","Kolme rohkeaa miestä",636,"978-951-32-2305-2","2011","2012"
"404"," 84.2 FAN","Björk, Marja.","Poika",567,"978-952-01-0898-4","01","2013"
"405"," 84.2 FAN","Crais, Robert.","Varkaiden laki",541,"978-951-23-5540-2","2011","2013"
"406"," 84.2 FAN","Hill, Eric.","Puppe sirkuksessa",641,"951-1-09034-8","2001","2013"
"407"," 84.2 FAN","Kaarla, Riina.","Kuka löytää paperit? : katselukirja",555,"978-951-31-6525-3","01","2012"
"408"," 84.2 FAN","Meyer, Stephenie.","Epäilys",599,"978-951-0-34301-2","2011","2012"
"409"," 84.2 FAN","Nousiainen, Miika.","Metsäjätti",690,"978-951-1-25534-5","01","2013"
"410"," 84.2 FAN","Stine, R. L.","Ihmissusien yö",535,"978-951-32-3107-1","2009","2013"
"411"," 84.2 FAN","Swärd, Anne.","Kesällä kerran",601,"978-951-1-26076-9","2010","2012"
"412"," 84.2 FAN","Wallace, Karen.","Kiiltävät johtolangat",547,"978-951-883-270-9","2012","2013"
"413"," 84.2 H","","Hollantilaiset mestarit",491,"978-951-32-2689-3","01","2012"
"414"," 84.2 H","","Kuulokkeet.",702,"","2010","2013"
"415"," 84.2 H","","Wizards of Mickey",518,"978-951-32-2461-5","01","2012"
"416"," 84.2 H","Alvtegen, Karin.","Todennäköinen tarina",668,"978-951-0-37945-5","01","2013"
"417"," 84.2 H","Atkinson, Kate.","Eikö vieläkään hyviä uutisia?",492,"978-951-52-3243-4","01","2013"
"418"," 84.2 H","Bradman, Tony.","Kanerva Keijun taikaloitsu",622,"978-951-883-065-1","01","2013"
"419"," 84.2 H","Brown, Dan.","Kadonnut symboli",523,"978-951-0-31919-2","2008","2013"
"420"," 84.2 H","But excuse me that is my book","Se on totta vieköön minun kirjani",649,"978-951-0-36199-3","01","2012"
"421"," 84.2 H","Butler, M. Christina.","Pikkuhiiri ja täysikuu",520,"978-951-23-5525-9","01","2012"
"422"," 84.2 H","Gerritsen, Tess.","Hiljainen tyttö",1063,"978-951-1-25718-9","2011","2012"
"423"," 84.2 H","Guinness world records 2012.","Guinness world records 2012",1180,"978-951-32-3200-9","2012","2012"
"424"," 84.2 H","Hallberg, Lin.","Älä pelkää, Sinttu!",1086,"978-951-31-6323-5","01","2012"
"425"," 84.2 H","Hallberg, Lin.","Kiva leiri, Sinttu",1017,"978-951-31-5250-5","01","2013"
"426"," 84.2 H","Hirvisaari, Laila.","Me, Keisarinna : romaani",693,"978-951-1-26319-7","01","2013"
"427"," 84.2 H","Jalo, Merja.","Jesse fanikoira",701,"978-951-0-37722-2","2001","2012"
"428"," 84.2 H","Jokinen, Seppo.","Hiirileikki",1102,"978-951-23-4774-2","01","2012"
"429"," 84.2 H","Jokinen, Seppo.","Viha on paha vieras",1120,"978-951-23-4885-5","01","2013"
"430"," 84.2 H","Juhani, Risto.","Ei tikkua ristiin",670,"978-952-01-0576-1","01","2013"
"431"," 84.2 H","Kelly, Cathy.","Yksin ja yhdessä",1027,"978-951-20-8805-8","01","2013"
"432"," 84.2 H","Kesävuori, Saara.","Äidin rakkaus",472,"978-951-31-6139-2","01","2013"
"433"," 84.2 H","Kesävuori, Saara.","Tarkasti vartioitu",718,"978-951-31-7424-8","2004","2013"
"434"," 84.2 H","Kunnas, Mauri.","Suuri urheilukirja",1054,"951-1-07518-7","01","2012"
"435"," 84.2 H","Kyrö, Tuomas.","Kunkku : iloittelu",774,"978-952-234-173-0","2011","2013"
"436"," 84.2 H","Louhi, Kristiina.","Tomppa ja kummaa",698,"978-951-31-4630-6","2012","2012"
"437"," 84.2 H","Luhtanen, Sari.","Tuulin viemää",664,"978-951-31-6033-3","01","2013"
"438"," 84.2 H","Mankell, Henning.","Haudattu",1244,"978-951-1-27763-7","01","2013"
"439"," 84.2 H","Míler, Zdeněk.","Myyrä puhemiehenä",623,"951-31-2511-4","01","2012"
"440"," 84.2 H","Mina, Denise.","Ampiaiskesä",721,"978-952-01-0641-6","2011","2012"
"441"," 84.2 H","Muumin no takaramono","Muumipeikon aarre",586,"978-951-31-5010-5","01","2012"
"442"," 84.2 H","Niemi, Mikael.","Veden viemää",634,"978-952-01-0869-4","01","2013"
"443"," 84.2 H","Nopola, Tiina.","Siiri ja lumimies",770,"978-951-31-6846-9","1995","2013"
"444"," 84.2 H","Nordqvist, Sven.","Viiru ja Kososen kukko",637,"951-31-0861-9","01","2013"
"445"," 84.2 H","Pakkanen, Outi.","Rakastaja",741,"978-951-1-27363-9","01","2013"
"446"," 84.2 H","Ronja rövardotter","Ronja ryövärintytär [Videotallenne].",572,"","01","2012"
"447"," 84.2 H","Rowling, J. K.","Harry Potter ja salaisuuksien kammio",1024,"951-31-1472-4","01","2012"
"448"," 84.2 H","Sipilä, Jarkko.","Muru",1050,"978-952-5918-24-3","01","2013"
"449"," 84.2 H","Tuominen, Pirjo.","Silkkipunos",1137,"978-951-31-6849-0","01","2012"
"450"," 84.2 H","Verdon, John.","Numeropeli",486,"978-951-20-8233-9","01","2012"
"451"," 84.2 H ","","Ankkojen maailmanhistoria. 3, [Keskiaika]",544,"978-951-32-2894-1","01","2012"
"452"," 84.2 H ","","Risto Räppääjä [Videotallenne]",577,"6420201176146","01","2013"
"453"," 84.2 H ","Alsterdal, Tove.","Haudattu hiljaisuudessa",629,"978-951-20-9106-5","2013","2013"
"454"," 84.2 H ","Bauer, Belinda.","Hautanummi",608,"978-951-23-5297-5","01","2012"
"455"," 84.2 H ","Collins, Suzanne.","Nälkäpeli. 2,Vihan liekit",620,"978-951-0-37212-8","2009","2012"
"456"," 84.2 H ","Grisham, John.","Tunnustus",919,"978-951-0-38020-8","2003","2012"
"457"," 84.2 H ","Hämeen-Anttila, Virpi.","Railo : romaani",735,"978-951-1-25510-9","01","2013"
"458"," 84.2 H ","Harris, Martin.","Muumi saa lemmikin",484,"978-952-16-0939-8","01","2012"
"459"," 84.2 H ","Hill, Eric.","Missä Puppe piileksii?",614,"978-951-1-24198-0","01","2012"
"460"," 84.2 H ","Itkonen, Juha.","Hetken hohtava valo",601,"978-951-1-26465-1","01","2013"
"461"," 84.2 H ","Kanto, Anneli.","Perttu Virtanen ja kauhea kateus",674,"978-951-23-5603-4","2005","2013"
"462"," 84.2 H ","Kesävuori, Saara.","Äidin rakkaus",630,"978-951-31-6139-2","01","2012"
"463"," 84.2 H ","Koivisto, Jari.","Miina ja Manu puutarhassa",598,"978-951-866-796-7","01","2012"
"464"," 84.2 H ","Kunnas, Mauri.","Robin Hood",1250,"978-951-1-23672-6","01","2012"
"465"," 84.2 H ","Lehtinen, Tuija.","Morsiuskamari",697,"978-951-1-27361-5","01","2013"
"466"," 84.2 H ","Mustonen, Enni.","Parittomat",632,"978-951-1-23023-6","01","2012"
"467"," 84.2 H ","Olsson, Linda.","Kaikki hyvä sinussa",1189,"978-951-20-8408-1","01","2012"
"468"," 84.2 H ","Parvela, Timo.","Ella luokkaretkellä",540,"951-31-1063-X","01","2013"
"469"," 84.2 H ","Sarkola, Ritva.","Kuoleman musta kirja : jännitysromaani",618,"978-952-202-374-2","01","2013"
"470"," 84.2 H ","Shields, Carol.","Ruohonvihreää",658,"978-951-1-24980-1","01","2012"
"471"," 84.2 H ","Tuuri, Hanna.","Tuulen maa",537,"978-951-1-25400-3","2012","2012"
"472"," 84.2 H ","Wennstam, Katarina.","Alfauros : jännitysromaani",650,"978-951-1-26730-0","01","2013"
"473"," 84.2 H ","Wieslander, Jujja.","Lehmä saa laastarin",1083,"978-951-882-596-1","01","2012"
